param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,rank_test_score
200,10,2,1,0.9250416250416251,0.01730525549951334,0.9358974358974359,0.9230769230769231,0.922077922077922,0.8961038961038961,0.948051948051948,1
200,10,5,4,0.9225108225108226,0.019975468457042036,0.9230769230769231,0.9102564102564102,0.9090909090909091,0.9090909090909091,0.961038961038961,2
200,10,2,4,0.9225108225108226,0.019975468457042036,0.9230769230769231,0.9102564102564102,0.9090909090909091,0.9090909090909091,0.961038961038961,2
200,10,5,1,0.9224775224775226,0.008228275836952651,0.9230769230769231,0.9230769230769231,0.9090909090909091,0.922077922077922,0.935064935064935,4
50,10,2,1,0.9224442224442224,0.01180926419711671,0.9358974358974359,0.9230769230769231,0.9090909090909091,0.9090909090909091,0.935064935064935,5
200,10,5,2,0.9198801198801199,0.019102554742097478,0.9358974358974359,0.9102564102564102,0.9090909090909091,0.8961038961038961,0.948051948051948,6
200,,5,2,0.9198468198468198,0.022487165085547847,0.9358974358974359,0.9230769230769231,0.9090909090909091,0.8831168831168831,0.948051948051948,7
200,20,5,2,0.9198468198468198,0.022487165085547847,0.9358974358974359,0.9230769230769231,0.9090909090909091,0.8831168831168831,0.948051948051948,7
200,10,10,4,0.9198468198468198,0.027848386016148814,0.9358974358974359,0.9230769230769231,0.8961038961038961,0.8831168831168831,0.961038961038961,7
200,20,2,1,0.9198135198135198,0.022540359375464572,0.9487179487179487,0.9230769230769231,0.8831168831168831,0.9090909090909091,0.935064935064935,10
200,,2,1,0.9198135198135198,0.022540359375464572,0.9487179487179487,0.9230769230769231,0.8831168831168831,0.9090909090909091,0.935064935064935,10
50,10,5,1,0.9197802197802198,0.027964970646120565,0.9358974358974359,0.9487179487179487,0.8701298701298701,0.9090909090909091,0.935064935064935,12
200,,2,4,0.9173160173160173,0.0103281651701493,0.9230769230769231,0.9102564102564102,0.9090909090909091,0.9090909090909091,0.935064935064935,13
200,20,5,4,0.9173160173160173,0.0103281651701493,0.9230769230769231,0.9102564102564102,0.9090909090909091,0.9090909090909091,0.935064935064935,13
200,,5,4,0.9173160173160173,0.0103281651701493,0.9230769230769231,0.9102564102564102,0.9090909090909091,0.9090909090909091,0.935064935064935,13
