param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,rank_test_score
50,,5,4,0.40795870795870803,0.060407435258193344,0.48717948717948717,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.37662337662337664,1
50,20,2,4,0.40795870795870803,0.060407435258193344,0.48717948717948717,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.37662337662337664,1
50,,2,4,0.40795870795870803,0.060407435258193344,0.48717948717948717,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.37662337662337664,1
50,20,5,4,0.40795870795870803,0.060407435258193344,0.48717948717948717,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.37662337662337664,1
200,20,2,2,0.40289710289710284,0.05947934086168441,0.47435897435897434,0.41025641025641024,0.44155844155844154,0.2987012987012987,0.38961038961038963,5
200,,2,2,0.40289710289710284,0.05947934086168441,0.47435897435897434,0.41025641025641024,0.44155844155844154,0.2987012987012987,0.38961038961038963,5
100,10,5,1,0.3978354978354979,0.041947151962503426,0.4230769230769231,0.41025641025641024,0.45454545454545453,0.33766233766233766,0.36363636363636365,7
50,10,5,1,0.39780219780219783,0.046187326251863496,0.4358974358974359,0.41025641025641024,0.45454545454545453,0.35064935064935066,0.33766233766233766,8
200,10,2,2,0.3977688977688978,0.059814869078127636,0.46153846153846156,0.3974358974358974,0.4155844155844156,0.2857142857142857,0.42857142857142855,9
200,10,10,4,0.39766899766899766,0.060550101694100925,0.5,0.3974358974358974,0.4025974025974026,0.3116883116883117,0.37662337662337664,10
50,10,2,4,0.39763569763569767,0.05763642258217538,0.46153846153846156,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.35064935064935066,11
50,10,5,4,0.39763569763569767,0.05763642258217538,0.46153846153846156,0.44871794871794873,0.4155844155844156,0.3116883116883117,0.35064935064935066,11
200,10,10,1,0.395038295038295,0.06359762378384476,0.5,0.41025641025641024,0.4025974025974026,0.3116883116883117,0.35064935064935066,13
200,,10,4,0.39247419247419246,0.06967417461826413,0.5128205128205128,0.38461538461538464,0.4025974025974026,0.2987012987012987,0.36363636363636365,14
