param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,rank_test_score
100,10,2,1,0.9722983257229834,0.015215276811573118,0.9726027397260274,0.9861111111111112,0.9861111111111112,0.9444444444444444,0.9722222222222222,1
200,20,2,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,10,2,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,20,2,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,20,5,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,10,5,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,,5,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,,2,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,10,2,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,20,5,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,10,5,2,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,,5,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
200,,2,1,0.9722602739726028,0.015249402161738515,0.9863013698630136,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,2
50,10,2,1,0.969558599695586,0.016120205375214622,0.958904109589041,0.9861111111111112,0.9861111111111112,0.9444444444444444,0.9722222222222222,14
100,10,2,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,10,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
200,10,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,10,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,5,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,5,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,10,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,5,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,2,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,10,5,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
200,20,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
200,,10,1,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,2,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,,2,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,,10,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,,5,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,5,4,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,10,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,,10,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
100,20,5,2,0.9695205479452055,0.013624652266496501,0.9726027397260274,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9722222222222222,15
